Water_Depth_cm,Soil_Moisture_%,Tank_Level_%,ET_mm_day,Rainfall_Predicted_mm,Crop_Stage,CWR_mm
8.53,96.7,56.8,9.03,0.0,1,88.2
5.09,97.7,93.0,5.98,0.0,1,108.06
3.49,98.6,70.7,9.33,19.48,3,0.0
10.1,95.5,78.3,9.57,7.77,4,24.74
16.53,94.5,86.9,9.58,8.74,4,0.0
14.76,98.7,48.7,5.88,2.94,1,8.36
12.51,98.7,47.5,6.84,18.05,4,0.0
3.63,94.3,96.9,9.27,0.0,3,18.33
0.02,60.7,19.1,4.41,0.0,2,49.83
19.81,96.1,95.8,5.52,2.92,1,0.0
17.0,96.3,87.9,4.1,0.0,4,0.0
1.22,98.5,95.3,6.85,3.03,3,34.64
11.92,94.5,83.4,5.41,0.45,1,38.76
15.06,93.1,19.9,9.7,2.34,4,5.96
17.19,96.9,58.8,5.97,3.4,1,5.57
15.54,94.2,40.1,6.75,6.28,1,0.0
5.29,93.0,38.4,6.97,9.08,4,39.18
0.0,45.7,38.6,9.6,0.19,5,190.83
16.9,93.5,37.7,5.73,0.0,1,8.73
0.14,83.7,41.0,5.58,0.0,1,198.64
0.0,84.9,87.3,6.45,0.0,5,29.45
3.95,97.5,51.7,9.07,7.06,3,2.55
2.88,91.7,83.1,6.12,0.0,3,20.35
0.0,59.5,54.4,5.6,0.0,5,114.42
12.02,91.4,68.9,4.66,15.65,1,0.0
13.38,98.7,45.3,9.14,0.0,4,32.55
0.0,83.7,74.9,4.16,1.26,5,29.05
11.18,94.9,98.6,5.14,0.0,1,46.32
10.91,90.8,31.7,5.42,8.4,1,16.38
0.18,62.5,41.3,6.61,0.0,2,48.17
17.67,91.2,85.9,6.38,0.0,1,9.38
12.37,94.2,27.1,6.19,0.0,4,17.77
0.21,60.5,82.0,6.99,18.45,1,0.0
0.19,60.0,88.2,8.84,0.0,3,58.06
15.49,99.5,99.0,9.46,3.19,4,10.67
4.53,96.7,28.6,9.19,10.86,2,0.0
13.09,96.9,23.9,5.68,0.0,1,5.55
3.38,97.7,21.8,4.25,4.67,2,0.0
0.0,87.7,81.1,5.14,0.0,5,14.05
0.04,64.9,35.9,9.9,13.67,3,0.0
15.56,96.7,73.2,6.02,3.74,4,5.27
0.06,57.9,32.2,6.94,7.98,1,129.24
1.75,97.6,28.3,5.03,15.71,3,0.0
11.58,99.5,74.8,5.19,11.02,1,0.0
16.48,95.4,73.4,5.44,5.89,1,0.0
0.22,66.1,88.1,5.48,5.3,2,47.78
11.74,99.9,24.6,9.5,0.0,4,25.91
2.84,99.4,97.4,5.1,0.0,3,19.68
12.92,91.5,75.5,5.91,7.46,1,8.9
0.0,83.4,91.5,6.35,0.0,5,34.59
11.49,96.5,89.8,5.54,0.0,1,43.62
0.0,78.3,89.2,6.84,0.0,5,52.39
17.11,96.0,24.4,6.68,6.55,1,0.0
0.25,83.3,85.3,6.69,3.3,4,167.54
1.15,94.0,61.2,5.57,19.42,2,0.0
0.35,76.2,61.5,5.68,0.0,1,196.45
4.06,90.2,23.0,5.88,2.56,3,3.16
10.05,90.4,49.8,5.95,0.0,1,58.42
16.41,96.6,93.5,5.97,0.0,4,5.93
0.0,88.7,82.2,6.18,5.06,5,3.03
0.0,89.1,36.9,4.7,1.11,5,8.91
0.36,61.7,41.3,5.44,2.13,3,56.36
4.69,98.8,60.8,9.86,3.13,3,11.2
0.0,50.4,37.0,6.91,11.67,5,0.0
12.52,90.4,32.8,5.42,0.0,1,33.21
13.53,96.2,16.5,5.46,0.0,1,4.64
1.62,97.1,59.9,5.87,0.0,2,22.65
0.0,68.0,85.5,6.02,4.72,5,79.82
0.08,52.5,66.0,6.65,5.2,4,137.78
2.13,95.4,24.1,8.8,2.64,3,16.02
2.63,94.8,65.0,4.36,0.0,2,11.09
13.36,94.5,99.4,5.42,0.0,1,24.82
15.38,94.8,31.8,9.99,4.6,4,9.65
0.0,92.2,87.9,6.63,0.0,5,9.63
0.32,68.8,91.0,6.2,6.78,1,114.69
15.41,91.2,31.6,6.13,9.18,1,0.0
5.51,95.6,18.1,9.01,16.94,3,0.0
13.05,99.5,40.9,5.79,0.0,4,28.34
3.58,99.7,66.7,6.62,1.5,2,8.12
5.78,94.1,61.9,9.8,0.0,4,112.23
0.0,93.1,47.6,6.69,0.0,5,9.69
3.72,98.4,20.4,6.43,11.68,2,0.0
0.09,50.6,48.9,6.22,0.0,4,169.12
0.11,57.2,51.7,9.84,0.0,4,168.87
10.57,92.5,97.7,8.99,4.7,4,59.3
0.0,95.4,94.9,5.18,0.0,5,8.18
3.31,97.5,43.8,6.0,2.74,2,6.25
5.0,98.6,57.5,9.28,17.59,2,0.0
2.99,90.8,46.1,4.05,0.41,2,6.77
0.0,85.5,63.2,5.1,0.0,5,19.84
0.0,95.0,42.1,9.46,0.0,5,14.33
0.0,92.1,80.7,6.81,0.0,5,9.81
0.0,88.7,85.8,6.05,0.0,5,12.48
0.05,52.8,58.1,6.11,0.0,4,169.51
3.83,91.4,82.2,6.73,2.63,2,7.1
1.7,93.6,20.2,6.87,3.62,3,14.62
16.1,95.4,82.9,5.06,4.41,4,3.65
0.0,45.3,46.8,6.92,0.0,5,163.95
0.19,78.5,18.1,5.06,0.0,3,58.09
3.19,92.3,73.7,4.82,0.0,2,7.82
17.68,95.2,99.6,5.75,4.13,1,4.62
14.02,94.6,88.5,9.96,0.0,4,26.16
4.28,98.1,34.8,6.44,5.98,2,0.0
4.98,91.8,89.7,4.74,0.0,3,7.74
16.35,92.1,95.4,5.58,0.0,1,8.58
7.76,95.4,38.3,8.59,1.25,4,92.44
15.73,97.3,86.7,6.05,3.26,4,5.79
0.33,50.6,89.6,5.29,2.7,1,196.74
3.38,90.4,35.4,6.87,1.34,2,8.53
1.04,98.0,16.7,6.34,4.4,2,4.92
0.0,87.4,39.1,4.53,4.52,5,9.79
0.0,82.8,56.3,6.71,2.55,5,33.64
0.0,64.2,21.4,6.53,0.0,5,49.73
0.0,97.6,57.2,6.92,0.0,5,9.92
16.59,90.4,36.5,8.59,9.68,4,0.0
3.94,91.8,98.4,6.24,2.41,3,7.45
0.02,51.0,95.3,5.65,0.0,4,169.76
2.85,96.8,19.4,6.19,10.94,3,0.0
9.64,96.0,58.5,5.2,0.0,1,61.83
0.09,82.1,29.2,4.16,0.0,4,169.08
0.0,83.9,52.9,8.75,0.0,5,41.38
0.0,46.0,74.6,5.59,0.0,5,160.0
0.18,50.6,90.5,6.69,7.96,2,48.19
16.4,97.5,20.3,6.09,14.14,4,0.0
3.34,98.1,28.2,4.34,0.0,2,7.34
0.0,93.5,69.6,4.27,0.13,5,7.14
3.26,91.9,89.0,8.9,12.63,3,0.0
8.33,99.5,37.2,6.78,0.0,4,76.46
16.84,95.6,86.6,5.13,0.0,1,8.13
3.39,92.2,37.8,5.85,0.0,2,8.85
12.09,93.8,89.7,6.29,13.29,4,0.0
3.78,92.1,41.2,6.63,0.0,2,9.63
1.37,99.7,36.0,6.04,0.0,2,25.37
0.04,56.7,54.4,5.75,0.0,3,59.63
13.39,99.8,83.3,9.08,7.02,4,9.71
19.73,97.3,45.0,4.94,6.58,1,0.0
3.3,90.9,50.0,5.73,5.75,3,3.98
0.17,80.3,52.1,5.5,0.0,2,48.28
2.33,99.7,15.5,9.56,0.0,2,4.43
5.27,99.0,91.7,6.73,0.0,1,107.08
0.02,70.7,53.8,6.64,9.63,2,48.49
3.51,99.2,59.5,9.23,0.0,3,19.74
14.24,96.7,30.8,6.36,0.0,4,16.97
2.12,96.1,21.7,9.47,0.0,2,4.88
14.01,95.1,60.1,9.7,0.0,4,26.01
0.0,94.5,92.3,9.58,0.0,5,14.47
0.0,85.7,93.0,5.43,0.0,5,19.5
12.34,91.8,83.5,8.57,0.97,4,42.76
2.76,95.5,62.7,5.95,4.76,2,6.59
8.98,90.7,79.4,6.77,0.0,4,69.93
5.14,92.3,66.3,6.28,0.0,1,107.84
13.22,91.3,48.0,8.75,0.0,4,34.0
16.01,96.9,41.3,6.91,0.0,4,9.9
3.41,94.5,21.1,9.78,3.79,3,8.54
14.69,94.4,43.1,9.98,14.49,4,0.0
2.82,95.6,97.3,5.02,0.0,2,9.84
0.27,81.4,96.7,6.95,2.48,2,47.33
4.1,97.1,33.2,9.69,0.0,2,9.01
12.83,99.6,35.6,8.64,19.27,4,0.0
0.23,52.8,40.1,9.06,11.31,4,0.0
6.2,92.5,30.4,8.59,14.73,4,0.0
3.02,97.5,65.6,5.15,0.0,2,8.15
14.47,91.8,40.7,5.56,13.46,1,0.0
3.88,95.7,85.6,8.88,8.63,3,2.05
9.24,98.7,62.4,9.6,0.0,1,80.7
2.62,97.0,17.6,5.59,2.46,2,0.0
0.0,62.8,15.4,8.64,11.03,5,0.0
4.12,90.8,44.2,6.46,0.21,3,9.25
0.07,74.7,60.3,4.66,6.9,1,105.85
15.07,92.9,71.2,4.83,1.68,4,6.15
15.05,95.2,23.7,5.08,17.43,1,0.0
14.67,90.3,85.7,6.65,0.0,1,12.99
0.0,89.1,53.4,5.13,0.0,5,10.41
8.88,99.1,16.0,6.73,0.0,1,14.18
0.0,81.6,26.2,5.02,4.59,5,16.48
2.69,91.7,95.0,4.71,9.63,2,0.0
3.59,99.1,82.9,4.06,0.0,3,11.16
0.0,87.2,89.5,5.78,5.67,5,4.18
0.33,70.1,74.2,6.35,3.52,4,166.75
3.78,97.0,51.8,9.65,5.29,3,4.39
0.0,86.9,98.0,5.67,4.37,5,12.42
0.0,89.6,54.6,6.74,0.1,5,10.74
0.0,92.9,49.6,4.33,0.0,5,7.33
0.06,75.6,86.2,9.63,17.71,4,0.0
9.56,92.4,39.3,5.11,0.0,1,62.54
17.62,91.8,95.8,4.43,6.1,1,0.0
2.64,99.6,69.7,4.26,3.2,2,7.65
0.0,86.0,36.7,5.41,0.0,5,18.75
0.0,84.2,75.8,6.7,0.0,5,32.37
3.97,91.9,38.6,6.71,0.0,3,9.96
0.0,88.5,78.7,5.7,0.0,5,12.65
17.47,95.8,87.6,6.07,0.0,1,9.07
4.66,99.1,27.4,4.88,0.0,3,3.94
4.3,90.1,63.5,8.85,9.75,3,0.0
4.6,99.5,68.3,5.45,0.0,2,4.0
2.64,93.2,83.6,6.66,0.0,2,13.25
0.36,62.2,92.6,6.37,9.42,2,46.39
3.55,92.9,52.0,6.08,0.0,2,9.08
12.94,95.2,75.6,9.92,0.0,4,38.55
3.35,96.7,33.1,6.66,0.0,2,9.66
0.0,94.2,56.7,6.72,3.35,5,6.37
6.01,96.7,39.5,5.59,16.27,1,0.0
2.39,92.0,38.8,9.2,5.65,3,10.42
0.37,56.7,67.9,9.8,0.0,4,166.33
4.55,91.9,28.3,6.73,0.31,3,9.43
0.14,71.9,89.5,9.07,0.0,3,58.57
0.09,56.2,67.0,8.88,0.0,4,169.05
0.23,72.0,45.1,6.63,2.63,4,167.68
4.32,94.1,49.7,9.1,0.0,3,13.92
16.81,94.0,75.7,9.15,0.0,4,0.0
5.5,98.5,16.9,9.52,0.0,3,5.04
0.16,67.8,67.3,4.3,0.0,2,48.4
1.63,96.6,74.9,5.75,0.0,2,22.44
3.48,97.3,49.2,5.08,8.52,2,0.0
0.0,85.2,53.4,6.85,0.51,5,21.83
16.62,91.6,23.5,6.18,1.31,4,3.79
0.27,55.6,27.1,5.34,11.13,1,0.0
4.37,96.5,51.3,5.14,0.11,3,8.02
2.93,98.9,96.7,5.75,3.65,2,5.84
17.53,96.7,23.7,5.71,0.0,1,0.0
13.96,96.2,69.8,6.17,6.24,1,5.31
4.62,94.6,67.7,6.29,9.83,2,0.0
0.0,75.8,27.3,4.45,0.0,5,28.87
0.11,55.1,99.3,5.89,13.57,2,0.0
0.0,78.0,49.8,5.44,7.73,5,16.63
0.0,87.6,86.6,5.06,0.0,5,14.36
0.0,87.9,41.2,6.52,0.0,5,15.1
0.0,91.7,99.7,6.48,0.0,5,9.48
8.56,95.6,36.9,5.51,19.06,1,0.0
0.17,55.1,97.8,8.82,0.0,3,58.25
4.61,92.1,83.0,9.88,0.0,3,13.92
0.27,84.1,21.8,6.28,2.56,3,48.85
14.22,95.6,51.9,6.19,3.89,1,13.08
3.06,95.8,92.2,5.22,0.0,2,8.22
5.46,99.4,59.6,8.95,0.0,3,5.42
0.0,90.5,60.7,6.24,8.74,5,0.0
15.47,95.6,59.9,4.62,2.24,4,5.38
3.38,96.8,56.1,6.01,0.0,2,9.01
0.0,89.2,94.1,6.47,0.0,5,11.59
0.0,80.0,31.3,5.94,1.24,5,43.69
16.76,98.0,39.7,4.54,4.36,1,3.19
17.92,92.4,73.5,6.48,3.71,1,5.76
16.01,98.0,35.3,6.94,8.6,4,0.0
0.03,58.1,54.4,4.49,17.19,1,0.0
5.51,97.4,61.0,4.67,0.0,3,4.91
0.13,82.1,81.1,6.11,0.0,2,48.72
13.39,94.2,67.9,6.19,7.66,1,7.04
2.44,91.6,40.0,5.34,0.0,2,13.98
10.36,99.3,57.1,9.11,0.0,4,66.37
15.41,94.0,80.4,6.1,8.87,4,0.0
4.5,90.4,98.6,8.85,0.0,3,13.63
14.07,96.4,82.4,5.58,5.61,1,4.89
5.63,96.0,98.1,8.66,0.0,4,113.69
4.24,91.9,60.4,9.05,0.0,3,13.86
11.31,94.1,40.5,6.35,0.0,1,46.24
17.36,94.6,18.3,6.34,1.24,1,0.0
2.02,93.6,84.3,6.42,3.98,3,25.28
0.0,64.6,38.2,6.46,0.0,5,98.24
14.05,95.9,99.0,6.5,1.29,1,17.67
0.27,71.6,73.3,5.69,3.0,1,197.29
17.72,97.1,71.0,6.64,4.03,1,5.61
3.58,97.1,31.6,6.43,0.0,3,13.62
1.97,96.7,32.9,5.06,0.0,3,28.37
4.61,95.1,24.7,9.35,0.0,3,7.1
12.49,93.2,78.0,5.42,4.76,1,28.75
0.03,61.9,82.9,5.14,0.0,3,59.67
3.59,91.7,70.1,6.13,0.77,2,8.36
9.99,99.9,97.1,9.94,0.0,4,70.12
0.17,59.3,19.5,9.79,6.0,2,38.75
0.0,89.6,47.8,5.77,3.05,5,6.8
0.34,61.0,40.1,5.6,1.8,4,166.63
12.49,90.8,92.6,6.62,0.0,4,34.71
2.6,98.8,94.4,6.08,0.0,2,13.12
3.2,94.2,66.5,6.17,0.0,2,9.17
0.22,81.1,32.7,5.27,0.0,4,167.83
14.1,98.2,49.2,6.87,4.59,1,14.24
13.0,95.3,81.2,6.48,0.2,4,29.26
0.0,85.4,36.1,6.99,0.0,5,21.82
3.02,93.5,29.4,5.84,6.85,3,4.71
3.0,95.6,52.1,4.92,18.01,2,0.0
3.78,91.8,59.8,6.58,0.0,3,11.82
3.26,95.8,78.1,4.31,7.06,2,0.0
0.0,90.1,57.2,6.41,0.0,5,9.41
13.25,90.5,95.6,9.12,3.38,4,30.22
2.65,93.6,99.8,8.85,0.0,2,17.7
0.0,68.4,81.5,5.51,15.27,5,0.0
3.91,94.8,99.6,8.88,7.04,3,2.64
0.0,86.0,34.0,4.63,0.0,5,18.07
0.14,79.0,24.6,9.01,2.46,2,48.55
2.01,92.6,80.0,8.62,0.0,2,24.77
12.38,93.4,96.2,5.8,9.28,1,10.29
0.04,80.2,23.1,6.44,0.0,2,49.6
5.5,97.7,18.6,6.81,3.76,4,50.54
0.0,94.1,72.0,5.48,7.03,5,0.0
15.32,97.1,89.8,5.95,0.0,4,8.95
3.65,98.1,96.8,6.52,0.0,3,13.01
3.11,90.5,79.5,6.65,9.65,2,0.0
0.08,78.2,39.0,8.79,0.0,2,49.16
13.11,94.7,82.1,6.73,0.0,1,28.66
1.66,99.3,32.4,8.7,9.81,2,7.05
4.69,96.4,81.9,6.49,10.7,3,0.0
0.22,58.5,84.7,9.44,0.0,2,47.77
9.2,96.6,69.1,6.33,7.23,1,24.06
16.74,97.8,51.8,6.56,0.0,1,9.56
19.48,91.9,39.0,6.61,7.59,1,0.0
16.32,96.2,71.6,8.52,0.0,4,6.85
0.34,63.7,44.4,5.53,0.0,2,46.56
3.57,93.4,92.1,6.12,0.0,2,9.12
0.0,98.2,92.7,9.2,5.09,5,3.27
0.0,92.0,74.1,6.9,1.06,5,8.83
0.0,88.7,15.0,6.33,0.0,5,2.53
0.0,88.5,21.3,6.31,0.0,5,2.62
2.94,93.1,19.7,4.03,0.0,2,0.0
8.2,91.3,65.6,8.67,0.13,4,87.97
3.76,91.9,70.6,6.76,0.0,3,12.14
3.1,91.5,50.6,4.03,0.0,2,7.03
0.0,48.0,22.5,4.24,0.0,5,75.65
0.36,80.1,81.4,9.06,18.92,2,0.0
4.71,91.2,20.2,6.25,0.0,2,0.0
0.0,94.1,72.4,5.12,0.0,5,8.12
3.14,98.5,66.1,4.48,3.39,2,4.08
3.49,98.1,93.8,6.51,0.0,2,9.51
1.9,96.8,44.6,9.91,13.11,2,0.0
15.57,91.0,76.1,5.47,0.0,1,8.47
5.3,97.5,90.2,9.54,0.0,3,7.02
17.48,98.7,74.8,6.48,0.0,1,9.48
0.0,92.1,93.2,6.77,0.0,5,9.77
0.0,93.3,78.6,9.56,3.77,5,10.11
2.88,93.5,73.1,6.22,0.0,2,10.38
0.0,96.0,31.3,5.85,14.4,5,0.0
3.16,95.9,78.4,5.88,8.86,2,0.0
2.09,96.9,45.0,6.34,0.0,3,28.48
0.35,51.3,75.3,5.65,0.0,3,56.52
0.0,92.7,16.0,4.97,14.79,5,0.0
2.72,96.4,41.0,6.38,9.85,2,0.0
0.26,72.2,34.3,5.65,4.2,1,197.42
2.99,94.3,37.6,5.63,0.0,2,8.74
0.0,85.6,18.1,6.65,0.0,5,4.2
2.7,92.7,86.7,5.79,0.0,2,11.82
0.0,63.6,55.9,5.41,0.0,5,100.12
12.46,96.8,38.9,5.82,0.44,1,33.74
16.91,99.8,45.0,9.05,0.0,4,0.0
15.65,91.2,26.2,9.63,0.0,4,7.26
13.94,91.7,60.1,5.93,0.0,1,19.51
3.75,93.1,27.2,5.02,4.23,3,3.16
3.82,93.7,48.9,9.74,1.29,3,15.29
3.32,93.7,56.4,8.8,18.87,3,0.0
0.1,66.5,56.0,4.15,5.01,2,48.97
2.87,98.4,70.6,9.49,6.24,2,3.46
0.18,74.8,76.3,6.55,0.0,4,168.17
3.38,95.1,90.5,9.76,0.0,3,21.84
16.8,96.5,15.3,6.31,0.0,1,0.0
13.46,96.2,91.3,9.03,0.0,4,31.59
16.12,92.3,37.4,6.26,0.0,4,8.78
12.88,90.2,98.2,6.23,0.0,1,30.41
0.07,63.1,18.0,8.5,0.0,3,59.34
0.0,62.1,72.9,5.55,0.0,5,105.38
0.02,64.1,42.9,8.91,1.74,2,49.78
15.5,97.3,83.9,5.16,1.11,1,7.05
0.18,77.6,51.2,6.8,0.0,4,168.24
2.5,93.0,43.0,9.88,0.0,2,20.52
3.63,92.6,61.5,4.69,0.94,3,10.47
17.0,97.7,16.0,6.9,0.0,1,0.0
5.71,99.0,68.2,8.92,0.0,4,112.88
4.78,97.3,25.3,9.68,9.81,2,0.0
5.05,92.7,39.8,6.65,6.69,1,40.98
8.6,96.9,58.9,4.02,13.82,1,0.0
0.08,74.7,39.9,6.07,4.02,2,49.16
2.4,91.7,15.8,5.79,0.0,3,12.38
3.4,99.6,16.5,5.99,0.0,2,0.0
2.48,95.7,18.1,5.92,0.0,2,2.82
19.0,97.7,30.2,5.24,18.39,1,0.0
0.0,86.0,88.9,6.52,2.04,5,17.93
2.93,92.1,39.4,5.42,0.0,2,9.1
6.63,97.3,89.3,5.53,8.07,1,33.67
0.0,83.8,16.8,6.71,0.0,5,16.81
0.23,84.4,22.2,5.14,0.0,3,49.14
14.45,92.4,55.1,9.38,2.18,4,18.04
3.89,96.8,27.6,6.37,1.15,3,9.31
0.01,50.0,29.4,8.64,1.89,4,169.93
1.47,96.6,51.4,8.88,5.9,2,9.8
5.97,95.8,51.9,6.0,9.07,1,36.09
2.93,90.2,38.4,5.38,0.0,2,9.05
3.03,91.9,55.7,4.4,4.82,2,2.58
0.0,89.7,36.4,5.02,0.88,5,7.9
3.47,96.9,49.7,5.29,0.32,2,7.97
0.0,56.8,15.2,6.57,0.0,5,62.28
0.38,82.9,29.1,4.28,0.0,1,196.24
8.63,97.5,20.3,6.26,0.0,4,36.47
0.0,97.8,16.9,5.09,4.18,5,0.0
0.0,60.2,73.0,6.01,18.21,5,0.0
2.99,92.2,94.2,5.67,0.96,3,17.78
3.66,98.1,79.7,5.12,0.0,3,11.49
1.56,91.7,24.4,8.98,0.0,3,20.93
0.37,52.0,77.3,6.23,0.0,2,46.27
0.07,55.9,44.9,6.44,0.0,2,49.27
16.03,92.6,67.2,9.25,4.96,1,8.39
0.12,69.2,41.7,6.79,3.47,2,48.84
3.1,93.0,18.1,6.39,8.96,2,0.0
0.0,80.7,50.7,6.19,1.74,5,41.06
0.24,51.3,31.8,5.84,2.57,1,197.57
17.05,90.6,40.7,9.14,4.38,1,8.93
0.0,91.9,72.4,6.7,0.0,5,9.7
0.0,82.5,18.3,9.28,0.0,5,23.67
16.33,91.3,18.1,9.59,9.51,4,0.0
2.13,90.7,64.8,5.16,2.49,2,14.36
3.29,96.7,55.2,6.03,0.0,3,16.13
5.73,93.1,47.8,6.8,2.85,1,99.67
3.91,99.3,98.0,5.36,15.84,3,0.0
18.12,100.0,77.0,5.65,0.0,1,8.65
0.0,88.3,81.4,5.18,0.22,5,12.42
0.0,60.4,45.4,6.95,5.1,5,42.51
0.0,94.5,24.9,5.47,3.12,5,0.0
0.0,62.1,64.5,5.33,0.0,5,105.24
2.95,100.0,72.2,5.87,0.0,3,19.36
0.0,88.0,29.8,5.39,0.3,5,13.17
1.91,93.3,41.6,5.15,0.0,2,19.07
17.92,90.4,50.4,6.45,0.0,1,9.45
14.83,96.9,68.4,8.53,0.0,4,15.19
5.55,93.1,32.9,4.67,16.86,4,0.0
4.62,94.5,54.5,4.76,2.95,3,4.81
16.94,95.3,52.3,6.12,0.0,1,9.12
11.94,93.0,80.3,9.85,9.39,4,15.66
0.35,82.6,40.8,5.36,1.05,1,196.49
3.19,97.5,61.1,9.28,0.0,2,14.13
4.17,94.4,33.3,8.53,0.0,3,13.26
12.15,91.6,75.7,5.34,14.02,1,0.0
14.18,95.3,35.0,5.46,16.64,4,0.0
3.33,93.0,42.0,5.8,0.0,2,8.8
3.31,91.4,20.4,5.13,0.0,2,0.0
2.95,97.3,69.1,9.65,4.47,3,21.53
3.67,92.6,97.0,5.19,0.0,2,8.19
3.94,96.4,91.6,6.09,0.0,2,9.09
0.2,76.4,56.3,6.15,0.0,3,58.04
0.0,74.4,79.3,5.99,0.0,5,64.54
0.31,64.1,78.3,5.86,8.7,2,46.94
3.34,94.4,87.7,6.79,0.0,3,16.43
0.1,81.0,88.1,6.14,0.0,1,198.96
0.34,67.7,53.0,6.13,0.86,3,56.63
3.19,95.9,85.8,6.38,0.0,2,9.38
0.0,94.1,48.1,6.44,7.64,5,0.0
2.84,99.8,30.4,5.01,0.0,2,9.66
2.51,92.1,62.0,6.52,0.0,2,14.43
0.4,71.7,36.9,6.95,0.0,4,166.05
10.73,90.6,17.3,4.75,8.56,1,3.35
0.0,50.0,56.4,5.99,16.83,5,0.0
1.28,98.6,25.8,6.11,3.04,2,4.65
3.0,92.0,39.3,9.96,0.0,2,14.91
15.76,97.4,92.2,6.3,0.0,1,9.3
1.41,91.3,83.5,6.12,0.0,2,25.02
0.11,57.6,51.3,9.49,19.81,3,0.0
3.72,96.4,44.9,9.77,0.11,3,17.74
3.7,90.8,94.5,8.95,0.0,3,17.19
1.63,97.0,33.3,9.75,0.0,3,41.88
14.36,92.0,59.0,4.78,3.14,1,11.03
0.0,91.7,32.0,6.53,1.95,5,7.58
3.48,98.8,56.5,8.57,2.67,2,10.23
0.25,50.3,20.1,5.71,16.89,2,0.0
0.0,85.6,28.5,6.47,0.0,5,20.89
16.07,98.3,57.5,5.84,0.17,1,8.67
4.1,92.9,82.3,6.83,2.51,3,7.31
3.19,93.7,28.5,6.88,4.18,2,5.7
3.13,90.1,77.6,5.64,0.0,2,8.64
12.5,90.2,35.8,4.51,9.7,4,9.11
1.0,98.1,34.6,8.81,7.74,2,11.05
3.63,90.4,63.8,6.68,0.0,3,13.38
3.66,98.4,25.7,9.81,5.0,2,0.0
2.84,90.5,23.6,5.94,12.36,3,0.0
16.94,96.1,91.5,9.41,0.0,4,0.0
1.71,93.4,51.0,4.98,3.6,2,17.28
6.05,99.1,63.7,5.75,2.94,4,95.35
0.37,57.8,30.7,5.12,0.0,1,196.28
0.1,65.8,65.1,4.21,8.58,4,116.78
10.18,94.6,52.7,5.83,0.0,1,57.0
2.33,91.2,57.1,6.03,4.91,2,10.83
3.36,99.6,47.7,5.01,0.0,2,8.01
0.36,65.8,28.0,6.65,0.0,2,46.37
0.17,84.4,78.7,9.77,0.0,4,168.26
0.04,76.9,54.3,6.26,0.0,1,199.65
1.18,91.4,43.5,5.62,0.0,2,26.83
15.66,90.7,59.1,5.53,0.0,1,8.53
5.49,97.9,91.0,5.17,0.0,3,5.12
2.97,98.4,56.5,6.92,5.79,2,0.0
0.21,78.0,21.1,6.56,3.85,3,57.87
15.98,92.6,41.1,8.81,0.0,4,10.23
7.5,90.6,49.9,6.77,0.0,1,84.74
0.0,73.4,31.2,6.58,8.6,5,23.0
13.03,96.4,16.2,4.03,6.62,1,0.0
15.06,91.9,34.8,9.36,18.56,4,0.0
6.59,97.2,64.2,9.39,2.55,4,104.11
0.02,82.7,65.4,9.32,5.46,3,47.1
0.0,83.0,16.7,5.11,0.0,5,17.05
0.0,86.3,94.6,5.05,0.0,5,17.56
9.66,90.9,97.6,5.65,18.47,1,0.0
4.04,97.9,17.2,6.95,0.0,2,0.0
3.94,92.0,39.7,6.46,0.0,3,10.08
4.42,99.6,73.6,9.53,4.63,3,9.08
3.53,99.5,68.3,6.01,0.0,3,13.67
0.05,55.9,39.8,9.58,0.0,3,59.5
13.34,93.3,70.8,6.32,0.0,4,25.9
0.0,87.9,17.7,9.08,0.0,5,4.03
0.13,52.9,60.1,5.56,4.29,3,58.74
14.35,94.5,99.3,5.41,2.32,1,12.54
0.0,92.9,27.2,5.2,0.4,5,0.0
13.55,92.0,53.8,4.82,0.0,1,22.27
3.74,93.8,82.2,5.54,0.0,3,11.14
4.26,93.7,67.0,5.5,0.0,3,8.5
16.78,92.9,27.4,5.85,17.81,4,0.0
0.0,62.4,60.4,6.34,0.0,5,105.48
0.16,77.7,44.4,5.42,6.89,2,39.82
2.53,95.9,87.0,6.72,0.25,3,24.17
2.78,95.7,96.6,5.55,0.0,2,10.75
0.0,88.8,54.3,9.43,1.48,5,16.1
0.0,74.7,50.3,4.09,0.0,5,61.02
0.0,88.0,23.3,5.09,0.0,5,2.67
0.0,78.2,23.6,5.94,0.0,5,25.72
9.95,98.9,34.3,9.14,3.43,4,68.13
2.26,98.6,97.3,4.02,2.15,2,12.23
14.74,93.8,98.4,5.18,9.28,1,0.0
0.0,64.0,55.6,6.97,0.0,5,100.89
5.01,96.8,26.3,9.57,2.34,4,63.33
3.45,95.4,27.8,9.09,0.0,3,20.24
0.38,74.7,56.8,8.76,4.47,4,166.19
5.28,95.7,44.4,5.6,8.72,3,0.0
0.0,75.2,45.3,5.44,0.0,5,61.13
4.77,98.4,52.2,6.52,0.0,3,9.52
0.0,50.9,44.9,6.44,1.63,5,142.15
0.0,86.9,27.1,6.61,6.41,5,0.0
0.16,65.2,83.7,5.53,0.0,3,58.42
0.25,73.8,42.6,6.81,0.0,2,47.45
3.95,95.6,31.3,5.06,0.0,3,8.56
0.0,90.7,59.3,9.46,0.0,5,14.33
0.0,88.4,69.2,6.97,2.66,5,11.58
0.23,59.3,66.1,8.69,0.0,4,167.67
0.0,72.5,33.7,6.48,0.93,5,70.18
