Water_Depth_cm,Soil_Moisture_%,Tank_Level_%,ET_mm_day,Rainfall_Predicted_mm,Crop_Stage,CWR_mm
19.71,90.3,28.7,4.99,0.0,1,2.93
0.03,69.4,71.0,9.45,0.0,1,199.7
0.21,81.1,44.5,6.95,0.39,1,197.94
16.1,94.4,19.8,8.59,0.0,4,6.67
1.04,97.4,56.1,4.71,4.03,2,23.29
0.0,93.3,48.8,5.4,1.8,5,6.6
0.37,67.2,31.2,5.83,0.0,1,196.31
2.87,96.3,64.9,4.39,0.0,2,8.74
15.24,93.4,90.1,6.87,9.25,1,0.0
2.75,96.1,20.3,9.52,12.1,2,0.0
2.52,93.3,63.1,6.65,2.09,2,12.34
0.35,50.4,93.7,5.16,0.0,1,196.54
0.13,79.4,16.8,8.79,0.0,3,58.7
4.4,97.5,76.8,8.52,6.64,3,2.24
19.28,93.9,87.4,4.67,7.29,1,0.0
0.21,76.4,99.7,4.59,3.67,1,197.92
0.0,60.5,69.0,6.5,3.27,5,107.75
9.1,99.1,84.5,4.45,0.0,1,66.41
18.13,96.2,88.7,4.08,0.0,1,7.08
3.85,92.2,44.3,5.24,7.17,3,0.0
15.87,92.7,20.6,5.33,6.3,1,0.0
13.35,90.8,18.4,6.23,6.25,1,0.0
0.0,67.2,17.7,6.79,6.55,5,16.28
5.77,91.2,54.0,6.61,0.0,3,2.3
4.71,95.2,49.6,8.83,0.0,2,2.92
15.86,91.0,91.8,9.25,3.61,4,9.94
16.58,93.1,32.9,5.52,0.76,4,4.21
0.0,86.4,45.1,5.5,9.16,5,3.51
2.25,92.2,33.5,6.64,7.05,2,4.02
15.46,95.1,34.6,6.91,0.0,1,9.91
3.2,92.8,48.1,6.22,9.73,2,0.0
13.17,91.2,82.2,6.44,7.02,4,8.28
2.61,93.7,81.5,9.3,0.0,2,18.64
0.0,93.2,74.4,5.24,3.04,5,5.21
2.57,91.3,91.6,5.3,0.0,2,12.59
6.23,93.2,75.8,9.49,0.0,4,107.67
3.49,99.4,68.3,5.42,0.0,3,13.48
9.8,91.2,38.1,8.97,0.0,4,71.99
0.16,54.1,80.9,6.14,12.01,1,0.0
0.2,79.7,20.3,9.98,6.61,4,58.67
12.61,92.8,85.6,5.85,5.26,1,11.01
3.42,90.8,73.7,5.72,1.09,2,7.63
17.34,98.2,81.8,5.78,0.0,1,8.78
4.4,98.6,19.7,5.15,19.31,3,0.0
17.88,97.9,17.5,5.79,18.71,1,0.0
5.89,95.2,36.3,6.33,3.81,3,0.0
5.39,94.9,83.0,5.19,6.58,3,0.0
0.33,67.1,26.7,6.07,3.5,3,56.65
16.8,94.0,18.0,9.04,0.0,4,0.0
7.9,96.1,65.2,6.97,0.0,1,81.0
0.01,63.1,30.1,6.89,2.11,1,199.86
9.27,94.7,16.9,5.34,0.0,1,13.13
15.64,91.2,83.6,6.36,2.98,1,6.38
0.38,64.8,32.8,6.16,3.96,1,196.24
2.48,97.8,92.2,6.19,19.92,2,0.0
0.03,57.8,88.3,6.41,0.0,1,199.7
0.0,53.0,98.7,6.03,0.31,5,136.31
16.87,95.7,53.0,5.35,3.54,4,0.0
13.77,93.3,21.4,6.94,0.0,1,4.44
12.03,92.5,92.7,6.95,0.0,1,39.65
2.86,95.0,71.1,8.83,1.54,3,24.97
3.39,93.5,79.8,6.09,13.55,2,0.0
6.2,100.0,98.7,6.38,1.98,1,95.41
13.63,96.3,34.6,9.71,5.31,1,9.7
0.0,90.5,98.2,6.1,14.86,5,0.0
15.16,95.1,76.4,9.77,5.67,4,3.26
1.59,90.8,29.4,6.65,0.34,2,23.42
0.0,88.7,85.6,5.62,3.13,5,8.83
2.34,92.1,90.4,4.67,4.96,3,19.33
13.35,95.9,45.2,5.39,0.0,1,24.86
17.78,97.9,89.0,6.27,0.0,1,9.27
0.14,51.6,96.6,9.1,2.13,2,48.64
17.9,94.1,30.4,9.82,9.54,4,0.0
0.24,80.3,66.5,4.13,0.54,3,57.63
0.33,68.6,81.7,9.93,3.1,4,166.72
9.28,90.8,91.2,5.46,7.8,1,23.16
0.0,91.8,93.7,6.04,0.55,5,8.5
3.49,99.5,97.3,6.13,19.97,2,0.0
0.19,58.1,39.9,8.53,19.11,4,0.0
8.14,93.1,30.4,5.81,0.0,1,77.37
0.36,79.7,90.7,6.02,0.0,2,46.4
0.28,68.5,17.2,6.55,0.0,1,148.54
0.0,76.2,97.6,5.55,0.0,5,57.66
0.26,82.6,49.9,5.53,4.32,4,167.39
2.24,93.5,98.0,8.61,2.3,3,30.95
0.0,62.7,30.0,6.7,4.4,5,99.22
0.0,86.1,68.9,5.5,4.75,5,13.88
0.0,89.7,90.9,6.57,2.02,5,8.21
3.69,94.3,58.0,9.71,0.0,2,13.1
2.86,90.6,56.6,5.23,0.0,3,19.66
18.75,94.6,40.6,5.98,3.22,1,5.76
16.33,94.5,74.2,5.1,19.09,1,0.0
17.0,99.1,48.2,9.26,17.39,4,0.0
16.21,91.6,24.4,5.55,0.0,1,0.0
4.6,94.5,25.3,6.06,19.09,3,0.0
6.87,98.1,95.6,6.21,1.84,1,88.71
0.0,85.9,94.8,5.93,1.35,5,18.12
3.13,96.5,30.2,6.79,0.0,2,9.79
17.12,95.0,16.8,5.4,2.16,1,0.0
16.43,92.0,44.8,6.53,1.21,4,5.66
0.0,92.8,99.8,5.0,10.91,5,0.0
12.71,94.6,71.8,5.21,18.78,1,0.0
0.38,53.5,30.0,6.61,0.0,1,196.2
15.08,99.9,52.0,9.53,2.43,4,11.61
0.0,88.6,56.3,6.65,0.0,5,13.32
0.06,63.0,62.3,5.44,0.35,2,49.38
2.72,90.1,54.5,6.34,0.84,2,11.31
0.0,84.1,23.0,6.75,3.67,5,14.0
17.98,94.1,32.9,9.53,0.0,4,0.0
0.15,53.6,75.1,6.54,0.0,1,198.5
6.2,91.4,85.3,4.16,8.73,4,34.57
3.27,90.1,47.5,4.26,2.77,3,11.83
3.49,92.3,77.8,5.56,0.0,3,13.69
0.11,75.7,94.5,8.71,8.99,4,121.39
8.31,94.5,16.7,6.76,0.0,1,15.33
5.73,90.4,66.9,8.9,0.0,4,112.69
3.18,99.7,71.8,6.65,0.0,2,9.65
0.0,93.3,37.2,6.91,0.0,5,9.91
3.42,91.1,16.6,5.54,6.43,3,0.0
3.02,90.2,84.9,4.83,0.0,2,7.83
0.0,92.4,16.0,5.1,0.0,5,0.0
10.41,97.3,65.1,9.79,0.0,4,65.92
16.92,90.4,61.2,9.11,2.57,4,0.0
13.3,91.3,41.6,9.34,0.0,4,33.78
0.14,70.8,58.0,6.1,0.0,2,48.62
0.0,82.5,91.0,5.49,0.0,5,36.54
12.8,99.7,53.8,8.89,0.0,4,39.02
13.81,95.6,77.8,8.6,0.0,4,27.02
14.08,96.8,50.8,5.49,15.39,1,0.0
3.02,99.4,49.2,5.37,0.0,2,8.37
10.35,94.8,55.1,9.25,0.0,4,66.46
0.4,84.9,92.7,9.05,0.0,3,56.02
0.33,76.1,59.6,6.94,0.0,1,196.69
0.24,58.1,43.4,6.45,0.0,3,57.58
13.96,94.6,92.6,4.26,8.55,4,3.65
14.21,94.8,97.5,6.87,3.51,1,14.3
5.37,93.6,15.9,7.0,0.0,1,21.26
4.57,95.1,16.6,5.6,0.0,3,4.3
18.42,94.0,37.1,6.06,2.63,1,6.43
14.34,99.4,76.4,9.54,0.0,4,22.0
5.74,95.5,54.8,5.17,0.18,3,2.63
0.0,91.9,16.2,6.26,9.38,5,0.0
17.16,99.1,92.3,5.94,0.0,4,0.0
0.0,87.7,42.9,4.91,0.0,5,13.83
0.03,79.4,48.9,5.78,0.0,4,169.71
0.28,53.2,24.6,6.35,0.0,1,174.23
0.22,63.7,50.3,5.66,0.0,2,47.79
3.33,94.3,77.7,5.08,1.21,2,6.87
15.34,91.3,44.8,5.55,0.0,1,8.55
2.52,92.9,75.8,8.92,4.53,3,25.47
19.03,99.5,75.2,6.0,10.52,1,0.0
3.8,90.1,96.1,6.64,18.11,3,0.0
3.18,97.7,63.8,4.63,0.0,3,15.87
0.0,81.1,93.9,6.22,17.96,5,0.0
0.04,64.4,92.8,5.99,8.3,4,119.7
0.39,58.4,24.8,5.34,0.0,2,46.13
0.35,81.1,86.7,9.85,0.0,4,166.51
0.0,73.2,57.8,5.21,0.3,5,66.9
5.72,95.9,99.7,5.03,4.67,3,2.79
2.5,93.9,77.4,5.66,0.0,3,23.68
2.52,97.7,48.1,6.14,3.94,2,9.96
4.49,98.1,38.7,5.18,0.0,2,5.05
0.0,84.6,91.6,4.66,0.0,5,28.37
0.32,82.7,95.6,6.34,0.0,3,56.83
4.56,90.6,37.8,6.8,11.61,2,0.0
2.35,95.9,67.7,6.67,0.0,2,16.13
0.02,76.2,27.3,4.62,6.34,4,52.05
2.99,95.8,17.7,4.22,0.0,2,0.0
14.93,98.7,26.4,5.07,2.9,4,2.95
8.21,96.4,65.6,9.13,0.0,4,87.93
4.57,91.6,94.3,9.83,0.0,3,14.31
4.18,95.8,20.2,8.52,0.0,3,6.62
15.47,91.3,68.7,5.36,1.56,1,6.8
2.65,90.8,74.3,5.28,8.42,2,0.0
16.67,99.8,55.8,6.84,7.48,4,0.0
17.93,95.3,89.9,6.63,3.14,1,6.49
1.57,97.1,33.6,8.74,0.0,3,41.43
4.09,90.7,90.6,9.07,7.73,2,0.0
3.13,96.7,97.7,6.23,0.0,2,9.23
4.13,95.5,81.4,9.08,0.0,3,13.89
1.9,93.5,23.7,8.97,2.83,3,17.34
16.67,94.3,66.4,4.94,8.38,4,0.0
17.33,93.9,51.0,8.93,3.32,4,0.0
16.74,91.8,65.7,8.76,17.92,4,0.0
14.59,90.4,42.6,8.97,2.22,4,15.93
0.0,89.7,72.2,5.51,0.0,5,9.21
0.35,81.0,96.7,9.2,0.3,4,166.45
0.0,85.9,30.0,5.86,7.24,5,4.96
0.0,70.7,59.8,6.05,2.7,5,73.59
0.16,72.1,38.0,6.78,19.33,4,0.0
2.43,96.9,73.6,6.85,0.0,3,25.5
0.05,68.3,33.9,6.69,0.13,1,199.54
5.7,92.7,18.5,6.21,0.0,3,2.98
0.17,54.2,23.2,6.64,12.15,3,0.0
10.69,94.1,81.0,8.51,9.27,4,20.83
2.66,96.0,69.1,9.45,4.71,2,12.83
16.17,96.1,90.3,6.22,0.0,4,8.35
0.08,66.4,55.1,6.95,0.0,1,199.22
8.38,95.6,59.7,6.33,7.06,1,27.4
4.81,90.5,40.7,6.56,4.06,3,5.49
2.19,95.6,92.0,6.36,0.74,3,26.7
0.0,87.0,84.6,6.22,6.86,5,4.08
0.34,57.5,48.8,9.5,0.0,3,56.64
0.13,69.0,89.8,4.03,0.78,4,168.73
1.98,98.8,20.7,8.85,0.0,2,5.06
0.0,77.8,57.2,4.46,4.54,5,45.04
15.23,95.4,71.0,6.45,0.0,1,9.45
16.41,95.8,73.5,6.18,0.0,1,9.18
3.7,92.4,72.7,8.66,3.88,3,12.45
3.77,91.6,42.9,5.06,10.72,3,0.0
0.27,58.2,71.3,6.46,0.0,3,57.3
0.0,84.6,29.6,6.21,12.65,5,0.0
0.16,68.1,55.3,6.19,9.78,2,48.42
15.1,94.8,91.3,9.41,8.64,4,0.0
16.33,93.9,16.7,4.67,0.0,4,3.84
16.86,93.2,75.5,6.52,2.02,4,0.0
3.17,94.0,99.6,6.05,0.0,2,9.05
10.12,94.0,77.3,6.42,1.48,1,56.73
4.58,99.0,87.7,6.34,1.31,3,8.04
0.27,74.7,64.4,5.43,0.0,1,197.26
3.32,92.6,91.3,5.98,0.0,2,8.98
6.2,94.6,76.4,6.39,7.42,1,36.0
0.0,92.0,97.2,6.91,0.0,5,9.91
0.2,83.0,82.1,5.09,0.75,4,167.98
0.29,80.0,61.0,9.84,0.54,3,57.06
11.43,95.8,26.4,6.82,3.58,4,20.98
0.0,88.5,32.1,6.74,3.99,5,9.73
4.63,94.4,59.6,8.67,0.0,3,13.42
4.23,92.7,96.8,5.22,0.0,3,8.22
0.0,83.7,33.8,5.99,1.99,5,30.43
0.0,91.0,48.8,5.51,0.0,5,8.51
1.57,93.3,20.7,6.41,0.0,2,4.74
17.37,94.4,55.8,5.12,3.64,1,4.48
5.25,95.1,68.8,8.97,0.0,3,7.49
0.24,62.3,77.7,6.35,0.0,1,197.63
0.29,78.8,79.9,9.1,9.28,4,116.65
13.3,91.3,49.2,5.95,2.63,4,23.34
0.0,83.3,73.0,6.41,0.0,5,35.01
3.63,90.6,73.1,8.64,0.0,3,17.64
10.91,93.5,55.5,6.37,6.31,1,17.59
15.72,90.5,41.0,4.81,1.52,4,6.29
4.89,96.5,21.9,9.59,0.0,3,7.24
0.11,78.4,68.3,5.98,0.0,4,168.95
0.0,89.7,66.4,4.48,0.0,5,8.27
3.14,90.1,33.5,4.8,0.0,3,16.42
2.89,92.1,87.7,5.52,0.0,2,9.64
2.51,99.5,58.8,6.04,0.9,3,23.07
4.54,92.7,27.4,6.51,0.0,3,4.76
3.72,97.2,77.4,6.89,0.0,3,12.68
1.72,97.0,22.5,6.97,11.33,2,0.0
3.45,99.2,83.8,6.29,4.86,2,4.43
2.92,94.0,65.4,5.05,0.81,2,8.05
13.17,91.1,21.5,5.37,10.65,1,0.0
3.92,94.6,23.6,6.38,0.0,2,0.0
0.0,93.4,45.5,4.97,0.0,5,7.97
0.0,86.7,19.6,6.01,0.0,5,3.5
4.34,98.1,97.0,9.65,8.18,3,2.06
14.13,96.2,93.8,5.84,4.7,4,12.8
17.13,97.9,83.5,8.99,0.0,4,0.0
0.0,88.2,55.2,5.33,0.0,5,13.09
1.74,91.1,19.7,6.93,0.0,3,16.28
0.1,67.5,21.7,9.39,0.0,4,169.04
3.29,90.1,88.0,4.45,9.37,3,2.06
7.29,99.5,37.1,6.74,0.0,1,86.86
15.5,94.9,82.7,6.69,18.47,4,0.0
2.0,98.1,71.1,6.94,9.0,2,4.37
5.07,91.0,60.3,4.01,0.0,3,7.01
4.07,94.4,93.6,9.23,0.0,3,14.06
2.59,90.3,67.7,4.15,0.0,3,21.22
1.9,90.5,59.3,9.25,0.0,3,38.19
4.03,91.4,70.9,4.54,0.0,3,7.54
10.88,91.3,42.2,9.95,4.11,4,57.58
0.0,56.4,75.9,5.87,12.09,5,0.0
14.09,96.8,43.1,6.56,0.25,4,18.4
2.43,97.6,90.9,5.58,0.0,3,24.25
0.0,87.7,66.3,5.73,0.0,5,14.61
0.32,60.2,52.9,9.94,9.3,3,56.79
3.61,96.1,27.5,6.5,0.0,2,9.5
2.42,95.9,87.0,5.61,0.0,2,14.4
0.12,62.5,29.6,6.35,0.0,2,48.79
17.26,91.0,50.8,6.54,0.0,1,9.54
0.29,84.8,28.3,5.15,4.79,1,197.08
0.0,88.1,75.8,5.14,0.0,5,13.07
0.16,82.2,34.9,5.95,0.0,2,48.44
19.65,98.7,89.1,4.61,7.06,1,0.0
11.91,91.5,65.6,6.9,0.0,1,40.81
4.52,91.7,75.3,6.17,0.0,3,9.17
0.0,60.1,79.9,4.77,0.0,5,111.32
14.55,99.9,61.8,6.34,0.0,4,13.85
9.03,91.1,98.7,9.89,1.36,4,79.73
1.14,90.5,35.7,6.31,0.0,2,27.88
0.11,72.7,53.5,5.96,5.57,1,109.88
12.54,95.6,60.3,9.72,1.64,4,41.06
0.08,76.3,24.3,9.71,0.0,3,59.16
13.1,98.1,59.8,6.3,15.37,4,0.0
0.0,84.8,89.3,6.05,16.08,5,0.0
16.21,99.7,33.6,6.05,0.0,1,9.05
0.12,52.5,92.8,6.31,3.57,1,198.78
0.0,90.3,24.3,5.83,0.0,5,0.0
2.46,92.9,46.7,5.68,4.16,2,9.89
0.0,94.7,71.9,5.59,1.41,5,7.18
17.37,98.5,32.4,4.51,3.8,4,0.0
3.37,99.4,30.6,6.43,2.2,3,13.49
16.54,96.8,95.4,8.99,0.0,4,4.61
3.97,98.4,52.4,4.43,0.0,2,7.43
13.97,96.4,74.0,5.14,0.0,1,18.42
1.6,97.1,33.9,5.09,1.47,3,30.63
0.08,58.8,50.0,6.68,0.0,2,49.22
2.56,90.2,53.7,5.3,0.0,2,12.66
4.35,92.5,26.7,6.59,0.0,2,0.0
0.0,84.9,23.7,5.18,0.0,5,13.98
0.0,87.7,92.2,5.72,0.0,5,14.8
3.05,92.1,32.9,8.65,2.26,2,10.8
0.12,83.6,88.0,5.8,13.58,2,0.0
4.58,94.3,89.6,9.82,6.78,3,2.78
0.28,82.3,43.7,4.39,0.0,3,57.16
0.0,87.4,58.5,4.3,0.0,5,14.18
2.73,90.1,99.8,6.85,0.0,2,12.54
11.33,90.5,61.9,4.78,0.0,1,44.44
0.4,66.7,52.3,6.14,0.0,2,46.05
0.0,87.4,22.8,6.9,0.0,5,3.36
2.66,92.6,16.5,9.26,11.67,3,0.0
3.33,98.7,99.7,5.42,2.75,2,5.67
0.0,90.7,82.2,5.59,0.74,5,7.85
9.72,98.9,35.7,5.04,9.5,1,20.53
0.2,54.7,94.7,9.34,0.0,3,57.99
15.67,90.1,55.5,5.73,0.0,4,8.73
0.0,89.6,75.1,5.42,8.77,5,0.0
4.24,92.7,88.5,9.34,0.0,2,7.55
1.75,98.4,32.3,5.59,6.75,2,5.73
0.0,83.7,76.5,5.85,5.86,4,94.89
9.48,98.4,84.7,5.1,15.99,4,0.0
0.39,83.3,86.3,5.55,0.0,1,196.12
19.29,99.3,97.7,9.73,0.0,1,7.08
15.47,99.3,95.3,6.6,0.53,1,9.07
3.48,94.9,44.3,6.96,0.84,3,14.32
4.42,98.6,26.4,8.65,0.0,3,6.7
0.0,54.0,49.8,9.74,0.0,5,159.0
3.4,98.8,63.7,4.58,3.06,2,4.52
0.0,55.2,18.2,5.58,0.0,5,64.39
0.0,90.8,69.4,5.87,9.27,5,0.0
2.72,97.4,28.1,6.22,6.23,2,2.31
0.39,82.4,72.1,5.91,0.0,3,56.08
12.28,96.2,77.7,5.89,0.0,1,36.07
3.46,90.6,66.2,9.71,0.0,3,20.82
16.5,94.7,29.6,6.74,0.0,4,5.03
16.18,93.6,49.2,6.03,0.0,1,9.03
15.2,98.8,21.5,4.14,0.0,1,0.0
0.0,90.0,29.5,6.6,4.73,5,4.87
3.77,93.2,49.0,5.1,5.27,3,2.05
2.71,99.7,46.7,5.17,6.79,2,0.0
14.62,97.4,46.7,8.6,0.0,4,17.72
3.82,91.4,29.8,9.08,0.0,3,15.96
3.12,92.9,54.1,6.94,0.0,2,9.94
0.0,67.5,55.6,9.17,7.82,5,37.57
3.52,97.1,64.4,5.73,0.0,2,8.73
0.1,71.3,71.1,8.67,3.63,4,168.98
0.25,66.1,97.3,8.9,0.0,4,167.5
12.54,92.4,83.9,6.94,2.33,4,32.24
0.0,94.1,41.9,5.62,0.0,5,8.62
1.9,97.3,75.2,9.9,16.69,2,0.0
0.12,53.2,43.3,5.54,3.25,1,198.83
15.13,96.2,28.5,6.61,0.0,1,9.61
0.22,56.6,32.5,9.4,0.0,4,167.81
8.95,98.1,80.8,5.05,0.0,4,68.55
0.0,85.6,42.6,6.07,0.0,5,20.41
17.46,94.6,85.1,4.43,0.0,1,7.43
0.3,72.2,22.1,6.23,0.0,2,46.98
0.25,65.3,82.4,6.55,2.27,2,47.52
16.48,92.8,63.3,5.97,9.86,1,0.0
3.28,98.2,80.8,6.08,0.0,3,16.3
0.36,53.3,34.9,9.23,0.0,4,166.38
16.66,98.9,66.7,5.4,18.14,4,0.0
3.29,97.1,91.3,6.16,0.0,3,16.3
0.0,91.7,89.2,9.77,19.77,5,0.0
10.61,91.9,48.8,6.34,13.96,1,0.0
4.27,95.1,40.5,9.51,6.52,3,2.76
4.13,96.9,75.8,6.99,3.34,3,6.65
3.31,94.2,52.0,8.63,0.0,3,21.29
0.0,84.6,37.1,6.18,0.0,5,30.28
9.4,90.2,24.6,8.83,0.0,4,38.99
2.9,90.2,19.4,5.37,0.0,2,0.0
0.0,93.4,25.1,5.06,0.0,5,0.0
1.08,93.0,96.0,8.74,14.16,3,0.0
9.89,95.6,92.7,5.18,7.73,1,20.6
3.71,90.9,37.9,6.29,4.81,3,7.42
0.0,79.9,90.9,5.7,8.44,5,13.81
0.0,94.2,92.2,4.19,0.0,5,7.19
3.1,91.1,56.1,5.71,0.0,2,8.71
2.81,91.6,65.6,5.7,0.0,2,10.58
3.56,91.9,71.0,5.79,0.0,2,8.79
0.23,58.9,85.2,9.93,1.19,4,167.66
6.65,91.3,84.0,8.72,0.0,4,103.54
0.0,86.9,52.7,5.28,0.0,5,16.34
0.03,60.9,99.2,8.76,0.0,4,169.67
1.25,95.9,43.4,7.0,4.12,2,23.38
1.7,98.3,33.3,9.13,18.04,2,0.0
5.99,94.5,19.3,5.81,0.0,3,0.0
3.8,91.0,39.7,9.82,4.31,3,12.04
0.21,62.0,49.7,5.57,1.73,3,57.86
2.91,94.2,42.3,8.52,0.0,2,14.26
2.85,90.6,86.2,5.24,9.89,2,0.0
0.0,92.0,58.6,5.73,0.0,5,8.73
0.0,54.2,65.1,4.1,0.0,5,130.11
16.92,99.4,72.1,6.73,0.0,4,0.0
4.4,96.3,45.5,9.04,0.0,3,13.85
4.69,92.9,86.2,6.64,0.0,2,3.13
13.04,93.8,40.0,5.35,2.85,1,25.14
3.95,98.2,82.9,9.44,4.07,2,9.63
0.0,87.0,33.5,6.42,2.05,5,15.19
3.42,98.8,67.9,9.0,1.75,3,18.47
0.37,64.0,78.7,8.79,8.87,3,56.34
10.39,91.5,26.9,6.52,7.31,1,3.86
3.0,93.5,75.8,9.32,0.0,2,14.17
0.0,91.7,67.9,5.98,8.31,5,0.0
2.51,99.4,62.9,4.87,2.9,2,9.9
15.35,98.2,39.4,6.17,0.0,1,9.17
14.16,91.9,45.1,6.79,8.32,1,3.96
3.55,94.2,83.4,5.35,14.16,2,0.0
3.44,96.1,85.8,5.8,4.11,3,10.32
0.21,72.0,38.4,9.55,1.79,3,57.85
0.05,70.5,31.1,9.25,6.44,3,59.53
0.12,84.5,22.3,4.4,0.0,1,120.04
14.73,91.4,77.9,6.22,19.27,4,0.0
0.0,82.5,35.4,6.16,0.0,5,37.09
2.99,90.6,21.7,9.01,6.58,3,3.58
0.28,66.3,39.1,6.53,13.27,3,0.0
3.27,90.6,54.0,9.49,10.25,2,0.0
0.35,72.1,37.2,6.93,0.0,4,166.54
0.0,90.8,92.2,9.9,0.0,5,14.84
0.06,61.2,51.1,5.81,0.0,1,199.38
3.68,99.0,28.8,9.96,9.41,3,3.11
0.0,49.2,89.6,4.96,0.0,5,148.15
15.11,92.4,50.5,6.14,1.09,1,8.05
15.99,97.3,69.4,9.1,0.0,4,10.12
0.0,92.5,62.0,6.48,0.0,5,9.48
0.38,63.9,48.2,5.87,0.0,2,46.16
4.49,90.1,15.3,9.08,0.0,3,6.95
3.24,90.7,38.6,6.73,2.35,3,14.98
0.35,64.2,16.0,4.96,15.99,3,0.0
0.0,77.4,29.3,6.42,5.81,5,18.97
16.36,90.6,99.6,4.62,0.0,1,7.62
9.8,94.8,31.8,9.12,8.67,4,25.51
15.81,94.1,16.7,6.74,0.0,4,4.87
17.78,94.1,60.6,6.74,4.4,1,5.34
7.79,97.7,65.8,5.98,0.0,1,81.11
5.37,93.0,17.4,5.03,4.32,3,0.0
0.2,73.6,92.7,9.23,2.14,4,167.97
1.59,97.0,69.1,4.05,0.0,2,21.14
0.39,77.2,20.7,4.27,0.0,1,132.31
15.43,94.8,86.1,6.91,2.34,4,7.58
4.95,90.1,47.8,6.13,0.0,2,0.0
0.13,83.4,19.9,9.99,0.0,3,58.69
13.68,90.5,82.5,5.72,0.0,4,21.95
4.55,99.8,74.7,4.98,7.75,3,0.0
5.49,92.2,33.8,5.63,0.0,3,5.13
0.35,59.9,58.2,5.42,3.64,2,46.48
2.29,97.9,29.6,5.94,0.0,3,26.02
2.46,97.4,98.4,4.31,0.0,2,12.73
18.77,99.2,26.1,4.7,4.14,1,0.0
2.15,90.0,62.5,9.91,4.79,2,19.14
17.75,99.4,90.5,6.89,19.85,1,0.0
0.12,76.3,43.5,5.06,0.0,1,198.84
2.74,98.7,83.2,5.71,0.0,2,11.26
0.32,74.5,50.6,5.08,0.0,1,196.77
2.66,96.2,57.3,4.66,1.24,3,19.86
0.0,56.9,50.4,6.64,0.0,5,124.33
0.13,51.1,98.4,6.83,0.0,3,58.74
0.0,98.5,55.3,8.83,0.0,5,13.6
0.26,84.3,23.7,8.9,0.0,2,47.42
2.24,95.2,32.7,5.25,0.0,3,25.88
1.02,97.5,26.9,6.31,2.75,2,5.28
4.27,94.5,62.9,6.48,7.38,2,0.0
0.0,95.0,63.5,5.39,0.0,5,8.39
4.47,98.5,40.5,9.58,3.34,3,10.63
4.41,90.7,73.6,9.93,0.0,3,14.87
17.57,98.9,67.3,6.75,3.83,1,5.92
16.24,95.6,72.6,6.48,19.42,4,0.0
5.1,92.6,33.5,9.28,8.7,3,0.0
3.87,91.9,46.6,6.69,0.0,2,9.69
0.0,51.5,54.1,6.86,0.92,5,141.83
1.55,93.3,53.4,5.41,1.01,2,21.89
14.86,98.8,50.6,9.93,0.0,1,16.52
1.26,93.6,22.4,6.53,3.31,3,16.8
0.2,60.1,36.6,4.64,2.82,3,57.99
11.28,98.1,70.5,9.45,4.49,4,51.9
2.83,97.3,41.6,9.67,6.68,2,3.53
2.84,99.5,96.7,6.86,0.0,2,11.44
16.58,94.8,25.6,4.67,0.0,4,3.83
2.59,92.0,82.7,5.37,14.84,2,0.0
0.0,89.3,41.8,5.82,0.0,5,10.67
0.21,61.5,48.9,5.08,0.0,1,197.9
13.61,92.7,61.0,5.16,0.0,1,22.09
10.55,97.2,34.5,9.72,0.0,4,64.52
0.18,53.2,43.6,6.53,0.0,4,168.25
0.0,91.9,85.6,6.43,0.0,5,9.43
1.61,90.2,56.9,9.25,0.0,3,41.62
2.63,95.3,73.3,9.24,19.68,3,0.0
0.0,91.0,22.5,4.1,11.53,5,0.0
5.93,91.4,83.0,6.28,0.0,1,99.97
4.46,96.5,30.4,6.06,3.97,3,5.08
1.66,98.5,63.7,5.25,3.43,3,28.25
0.0,93.5,85.0,8.57,8.21,5,0.0
0.0,86.7,63.1,6.3,1.9,5,15.97
3.0,93.1,86.8,5.24,17.8,2,0.0
8.41,94.6,43.4,6.85,0.0,1,75.75
15.19,90.5,97.4,5.68,0.0,1,8.68
2.73,94.1,83.3,6.62,0.0,2,12.35
0.0,60.4,72.1,6.53,0.0,5,112.38
0.0,73.9,23.6,6.41,0.0,5,33.34
0.0,97.7,76.0,6.17,0.0,5,9.17
0.0,90.1,92.5,6.29,4.11,5,5.18
2.69,93.0,46.4,6.11,0.0,2,12.17
0.0,93.6,72.6,9.21,2.1,5,11.63
4.64,94.0,84.2,6.46,0.0,3,9.46
0.02,76.6,62.7,9.14,8.35,2,48.88
12.62,90.3,19.0,6.31,2.47,1,6.14
0.19,63.4,42.5,5.48,0.0,4,168.11
4.9,97.9,59.2,5.47,0.0,3,8.47
0.12,60.3,65.3,5.97,0.0,1,198.78
16.09,92.2,27.0,9.09,0.0,4,6.95
3.39,94.2,92.4,5.24,0.0,3,14.29
0.0,92.1,49.8,5.73,0.0,5,8.73
1.29,95.8,79.5,4.42,5.23,2,7.73
16.45,90.9,17.1,5.41,7.04,4,0.0
2.95,92.6,19.5,5.86,0.0,2,0.0
0.0,87.1,40.8,5.83,17.18,5,0.0
4.7,98.4,30.1,9.13,0.0,3,12.98
0.0,85.5,98.0,8.51,6.62,5,7.61
16.56,98.7,71.8,9.95,1.22,4,4.36
1.65,94.5,86.4,9.42,12.14,3,0.0
0.0,85.6,68.6,5.9,3.39,5,17.08
12.56,96.7,89.7,6.56,2.02,1,31.91
4.9,98.3,25.7,6.0,0.0,2,0.0
0.0,87.2,24.2,4.37,11.28,5,0.0
